id,dateOfPurchase,userId,purchasedWithWallet
254,2023-04-04,811,false
255,2021-11-26,964,true
256,2023-07-06,477,false
257,2023-08-28,864,true
258,2022-11-15,779,false
259,2022-01-03,502,false
260,2021-05-06,803,false
261,2021-11-04,306,false
262,2022-07-18,683,false
263,2022-11-26,629,false
264,2021-06-28,209,true
265,2021-06-22,820,false
266,2021-05-11,152,true
267,2022-08-01,384,true
268,2022-07-20,720,false
269,2022-06-04,441,true
270,2023-05-25,579,true
271,2023-05-21,965,false
272,2021-11-11,759,true
273,2022-08-13,910,true
274,2021-05-02,295,false
275,2021-06-19,213,true
276,2021-10-04,806,true
277,2021-09-11,200,true
278,2021-07-19,411,false
279,2022-05-05,756,false
280,2021-08-12,13,false
281,2021-05-03,277,false
282,2022-05-28,506,false
283,2023-09-09,424,false
284,2021-04-05,703,false
285,2022-06-07,329,true
286,2021-03-10,311,true
287,2023-03-05,265,true
288,2021-09-21,270,true
289,2022-02-26,345,true
290,2021-12-16,627,true
291,2023-03-12,91,true
292,2021-07-25,910,true
293,2022-04-06,600,false
294,2023-09-03,910,false
295,2021-12-28,47,false
296,2021-01-24,22,true
297,2023-07-13,237,true
298,2023-08-17,550,true
299,2022-04-15,667,false
300,2021-10-28,94,true
301,2023-06-15,302,true
302,2022-12-08,413,true
303,2022-12-18,100,false
304,2023-06-13,171,false
305,2023-07-29,985,true
306,2023-05-23,375,true
307,2021-07-15,429,true
308,2022-02-07,390,true
309,2022-07-26,595,true
310,2022-07-25,492,false
311,2021-06-29,936,false
312,2022-08-28,388,true
313,2021-08-04,740,false
314,2021-05-02,345,false
315,2022-08-07,233,false
316,2022-04-18,108,false
317,2022-04-17,139,false
318,2023-03-12,497,true
319,2022-12-09,660,true
320,2021-11-29,1000,false
321,2023-08-11,351,false
322,2022-05-15,337,false
323,2022-10-09,926,true
324,2021-02-18,496,false
325,2022-02-08,986,true
326,2023-08-28,289,false
327,2022-08-14,188,false
328,2023-08-06,419,true
329,2021-12-23,500,true
330,2022-03-02,703,true
331,2023-02-11,308,false
332,2021-10-18,306,false
333,2021-07-11,971,true
334,2023-07-13,898,false
335,2022-01-10,720,true
336,2021-04-30,269,true
337,2023-06-03,855,false
338,2023-02-26,249,false
339,2021-11-20,954,false
340,2022-08-05,428,true
341,2022-01-05,196,false
342,2023-10-08,397,true
343,2021-04-17,898,true
344,2022-03-24,824,true
345,2021-08-09,152,false
346,2022-02-17,707,true
347,2022-05-20,614,false
348,2021-01-23,815,false
349,2021-11-04,310,false
350,2023-03-12,752,true
351,2021-08-08,45,false
352,2023-02-23,229,true
353,2023-07-29,72,false
354,2021-03-10,424,true
355,2023-07-25,419,true
356,2022-05-10,851,false
357,2021-02-11,309,true
358,2022-09-07,376,false
359,2021-12-19,29,false
360,2023-11-01,818,false
361,2022-06-09,51,true
362,2023-08-06,608,true
363,2023-05-03,818,true
364,2021-04-13,524,true
365,2023-02-26,901,true
366,2021-04-04,658,true
367,2022-12-18,337,true
368,2022-01-21,255,true
369,2021-06-24,385,false
370,2023-08-05,203,false
371,2023-08-05,920,false
372,2022-06-19,599,false
373,2021-07-15,369,false
374,2022-08-19,9,true
375,2021-11-13,283,false
376,2023-02-09,260,false
377,2021-04-24,347,true
378,2021-10-15,387,false
379,2022-03-21,837,true
380,2021-04-28,251,true
381,2021-01-25,402,true
382,2023-10-26,843,true
383,2022-05-28,426,false
384,2021-08-19,496,false
385,2022-04-01,729,false
386,2023-10-18,151,true
387,2022-11-27,906,true
388,2021-06-08,233,true
389,2023-03-24,914,true
390,2022-07-26,217,true
391,2021-10-11,903,false
392,2022-06-01,759,false
393,2022-05-19,508,false
394,2022-04-07,309,false
395,2021-11-14,917,true
396,2021-01-23,831,false
397,2021-05-24,512,false
398,2022-03-16,128,false
399,2021-12-27,906,false
400,2021-10-10,579,true
401,2023-07-02,916,false
402,2022-03-12,390,false
403,2023-12-06,884,false
404,2022-11-17,243,false
405,2023-12-18,553,true
406,2021-04-07,971,true
407,2023-09-06,390,true
408,2022-01-26,351,false
409,2021-08-22,580,false
410,2023-02-18,635,true
411,2022-04-03,449,true
412,2021-07-09,168,false
413,2022-10-04,203,false
414,2021-02-07,849,false
415,2022-11-06,86,false
416,2022-03-09,362,true
417,2021-08-22,153,false
418,2021-10-03,262,false
419,2021-12-19,724,true
420,2021-09-09,614,true
421,2021-05-09,359,true
422,2023-01-28,571,true
423,2022-07-11,303,true
424,2022-08-10,574,true
425,2021-05-13,291,true
426,2021-12-14,173,false
427,2021-10-14,381,true
428,2023-06-05,454,true
429,2022-01-22,712,false
430,2022-05-20,716,false
431,2022-12-12,737,true
432,2021-01-03,754,true
433,2021-05-01,689,false
434,2023-11-20,617,true
435,2021-05-27,577,true
436,2023-08-08,348,false
437,2021-02-06,941,true
438,2021-09-17,809,false
439,2022-04-03,661,true
440,2021-02-05,613,false
441,2022-03-13,362,false
442,2021-02-21,781,false
443,2023-05-07,258,false
444,2021-10-25,821,true
445,2021-02-07,42,false
446,2023-06-26,240,false
447,2022-07-30,133,false
448,2022-05-08,337,false
449,2021-12-06,442,false
450,2021-07-04,34,true
451,2022-05-26,653,true
452,2023-05-30,926,false
453,2023-01-09,361,false
454,2021-05-18,729,true
455,2023-05-27,384,false
456,2023-10-07,765,true
457,2022-02-02,459,false
458,2021-11-12,358,false
459,2022-05-17,741,true
460,2023-08-29,530,true
461,2021-01-16,705,true
462,2023-02-20,95,false
463,2021-11-11,664,true
464,2022-08-16,546,true
465,2021-08-26,276,false
466,2023-04-27,251,false
467,2023-07-05,689,false
468,2021-09-30,721,false
469,2022-11-20,132,false
470,2023-05-11,66,false
471,2023-03-02,333,false
472,2023-02-09,248,true
473,2023-09-23,236,true
474,2022-10-30,757,true
475,2023-01-29,629,false
476,2023-05-05,902,true
477,2022-07-16,153,true
478,2021-11-09,572,true
479,2022-08-29,662,false
480,2022-05-25,632,false
481,2021-05-29,315,true
482,2022-10-22,766,false
483,2022-03-09,852,true
484,2021-01-12,873,false
485,2023-06-27,873,false
486,2023-04-17,679,true
487,2021-05-02,760,true
488,2023-11-11,564,true
489,2022-07-31,627,false
490,2023-08-25,490,false
491,2021-01-19,374,false
492,2022-09-14,230,false
493,2023-10-20,951,true
494,2023-07-02,347,false
495,2022-04-15,668,true
496,2021-03-08,523,false
497,2023-10-31,866,true
498,2023-01-30,979,false
499,2022-08-30,436,false
500,2021-09-29,40,true
501,2022-02-05,662,true
502,2021-04-27,930,true
503,2023-05-17,385,true
504,2021-07-14,253,false
505,2022-07-22,409,true
506,2021-10-05,849,true
507,2022-03-27,583,false
508,2021-12-09,827,true
509,2021-08-28,705,true
510,2023-02-06,901,false
511,2022-06-17,637,true
512,2023-12-01,494,true
513,2023-01-12,903,false
514,2023-09-27,87,true
515,2023-01-25,895,false
516,2023-08-26,446,false
517,2023-10-07,425,false
518,2021-02-18,547,true
519,2021-02-10,822,false
520,2021-03-29,852,true
521,2022-05-12,623,true
522,2023-03-30,644,true
523,2022-01-17,876,true
524,2021-12-04,523,true
525,2021-07-25,366,true
526,2023-09-25,719,true
527,2022-12-06,728,false
528,2022-05-28,687,false
529,2021-08-17,276,false
530,2021-06-03,277,false
531,2022-01-12,495,true
532,2023-06-12,194,true
533,2021-07-24,881,false
534,2021-02-07,657,true
535,2022-05-19,152,true
536,2022-10-23,18,true
537,2022-04-17,322,false
538,2021-07-12,38,true
539,2021-11-07,425,false
540,2023-11-25,790,true
541,2021-11-06,843,false
542,2022-03-16,905,false
543,2021-01-22,644,true
544,2023-03-14,38,true
545,2021-06-14,919,true
546,2022-07-02,929,false
547,2021-01-17,704,false
548,2021-08-23,865,false
549,2022-06-13,674,true
550,2023-08-20,647,true
551,2023-04-19,939,true
552,2023-06-06,532,true
553,2022-05-24,693,true
554,2022-05-28,185,false
555,2022-02-09,502,true
556,2022-05-15,587,false
557,2021-04-24,154,true
558,2023-06-03,574,true
559,2022-08-23,350,true
560,2022-08-17,427,true
561,2022-01-27,132,false
562,2023-04-16,880,false
563,2023-09-23,269,false
564,2021-05-30,724,true
565,2021-06-09,18,true
566,2023-09-26,408,false
567,2021-04-05,552,true
568,2021-08-18,896,false
569,2022-11-10,396,false
570,2021-11-21,375,false
571,2023-04-03,251,false
572,2021-05-21,351,false
573,2023-11-10,334,true
574,2022-01-23,406,false
575,2023-12-02,200,true
576,2021-04-05,348,false
577,2021-09-14,647,true
578,2022-12-13,880,false
579,2022-04-14,363,false
580,2022-02-16,147,true
581,2023-06-04,997,true
582,2022-03-01,375,false
583,2023-11-25,773,false
584,2022-11-04,679,false
585,2022-09-18,959,false
586,2022-11-26,50,true
587,2021-05-25,506,false
588,2023-06-12,173,true
589,2022-10-26,268,false
590,2021-05-22,816,true
591,2021-07-24,979,false
592,2021-12-31,277,false
593,2021-03-23,522,true
594,2023-02-27,283,false
595,2022-08-24,854,true
596,2022-02-12,620,true
597,2023-01-06,570,false
598,2022-03-16,713,false
599,2021-12-20,797,false
600,2021-01-28,646,true
601,2021-08-08,595,false
602,2022-03-14,614,false
603,2023-09-14,207,false
604,2022-03-08,43,true
605,2023-06-22,346,true
606,2022-09-06,904,true
607,2022-02-09,491,true
608,2022-06-09,354,true
609,2022-10-15,615,true
610,2023-09-29,948,false
611,2023-12-18,801,false
612,2023-10-11,208,true
613,2022-12-24,37,true
614,2022-11-04,614,true
615,2022-04-21,453,false
616,2023-06-26,6,true
617,2023-11-27,91,true
618,2021-06-17,247,false
619,2021-03-04,185,true
620,2023-01-13,506,true
621,2022-10-17,484,true
622,2022-06-02,104,false
623,2021-09-09,836,true
624,2021-12-02,483,true
625,2023-09-07,202,true
626,2023-01-31,240,false
627,2022-01-13,721,false
628,2021-07-29,997,true
629,2022-09-05,987,true
630,2021-08-21,808,false
631,2021-03-17,486,false
632,2023-09-04,107,false
633,2021-02-21,181,false
634,2021-11-03,326,false
635,2022-04-19,29,true
636,2021-12-16,169,true
637,2022-05-24,133,true
638,2021-01-08,192,false
639,2023-09-07,379,false
640,2021-08-25,747,false
641,2021-06-17,444,true
642,2021-11-12,567,true
643,2022-07-03,109,false
644,2023-07-19,139,true
645,2023-09-25,923,true
646,2021-11-11,958,true
647,2021-05-10,194,false
648,2022-03-06,423,true
649,2022-05-16,34,false
650,2022-08-30,707,true
651,2023-09-15,90,true
652,2023-02-21,793,true
653,2022-05-13,827,true
654,2022-12-28,276,false
655,2023-08-25,22,false
656,2021-04-08,273,false
657,2023-03-13,491,false
658,2023-09-22,214,false
659,2023-10-16,21,true
660,2022-12-05,393,true
661,2021-07-13,643,false
662,2023-08-16,4,true
663,2022-06-26,320,true
664,2023-07-26,683,false
665,2023-12-20,675,true
666,2022-05-12,463,false
667,2021-04-15,853,false
668,2021-11-21,187,false
669,2022-03-24,900,false
670,2021-05-14,822,false
671,2023-12-21,962,false
672,2023-03-28,176,false
673,2021-03-03,22,true
674,2021-01-15,467,false
675,2022-02-20,37,false
676,2023-12-18,290,true
677,2021-05-27,60,false
678,2023-04-01,728,true
679,2023-07-03,105,true
680,2023-02-13,979,false
681,2023-03-10,204,true
682,2021-07-05,489,true
683,2021-07-16,391,true
684,2022-11-30,314,true
685,2022-11-29,665,true
686,2023-08-09,573,true
687,2023-09-21,993,true
688,2023-06-11,175,true
689,2022-05-21,804,false
690,2022-03-10,745,false
691,2022-07-10,424,true
692,2022-12-26,718,true
693,2023-07-02,494,false
694,2022-01-16,794,true
695,2022-01-24,65,false
696,2022-12-31,363,false
697,2023-03-10,574,false
698,2021-07-22,485,true
699,2022-08-25,591,true
700,2023-03-06,346,true
701,2022-02-15,374,false
702,2021-06-08,163,false
703,2022-12-15,202,true
704,2021-01-14,175,true
705,2021-02-04,960,true
706,2022-08-24,449,true
707,2022-05-17,507,false
708,2021-12-20,102,false
709,2023-03-28,934,true
710,2023-04-08,772,true
711,2022-12-30,318,false
712,2022-07-11,608,true
713,2022-09-19,863,true
714,2022-08-01,958,false
715,2021-07-26,123,true
716,2022-03-20,785,false
717,2023-08-26,233,false
718,2021-11-20,37,false
719,2022-02-25,147,true
720,2023-08-22,932,true
721,2022-05-21,376,true
722,2023-11-05,812,false
723,2021-09-18,387,true
724,2021-03-15,391,true
725,2021-10-26,26,true
726,2021-06-27,678,true
727,2023-03-04,266,false
728,2022-01-16,531,true
729,2022-12-21,267,false
730,2023-11-12,588,false
731,2022-06-16,465,false
732,2022-12-10,515,false
733,2021-03-14,672,false
734,2023-09-13,261,true
735,2022-05-17,432,true
736,2022-10-13,973,true
737,2021-01-16,653,true
738,2021-05-28,42,false
739,2022-12-05,215,false
740,2021-07-18,403,false
741,2023-04-25,288,false
742,2022-12-05,437,false
743,2023-11-01,103,false
744,2022-08-24,273,true
745,2022-02-04,739,false
746,2023-04-16,561,true
747,2023-03-23,901,false
748,2021-07-28,624,true
749,2023-05-22,438,false
750,2022-08-26,52,true
751,2021-02-21,258,true
752,2022-08-13,145,false
753,2023-10-28,911,false
754,2022-01-19,837,true
755,2023-07-08,920,true
756,2023-02-16,759,false
757,2021-06-30,209,false
758,2022-06-25,12,true
759,2022-08-04,602,true
760,2021-12-22,917,false
761,2022-05-21,724,true
762,2023-06-10,742,true
763,2022-09-21,744,true
764,2022-06-12,920,true
765,2023-05-05,514,false
766,2021-07-29,614,false
767,2022-09-30,385,false
768,2023-12-24,36,false
769,2022-08-23,967,true
770,2021-07-09,827,false
771,2023-11-23,565,false
772,2022-10-09,74,true
773,2022-02-25,624,false
774,2021-04-17,71,false
775,2023-06-16,661,true
776,2022-11-08,71,true
777,2022-02-01,844,true
778,2023-11-13,681,true
779,2023-05-30,883,false
780,2023-05-17,27,true
781,2023-11-02,794,false
782,2021-10-01,90,true
783,2023-04-08,969,true
784,2021-11-07,206,true
785,2021-09-14,745,false
786,2023-03-13,767,false
787,2021-08-25,907,false
788,2022-11-03,596,true
789,2023-08-16,475,false
790,2022-02-11,364,false
791,2022-02-07,435,false
792,2023-01-10,452,false
793,2022-11-22,373,true
794,2023-11-05,201,true
795,2021-01-10,14,true
796,2021-05-17,231,false
797,2022-05-23,120,true
798,2021-06-15,184,true
799,2021-01-04,413,false
800,2022-09-12,151,true
801,2021-02-06,430,true
802,2022-10-06,66,false
803,2022-01-10,884,false
804,2021-07-16,802,true
805,2023-06-17,273,true
806,2022-07-04,34,true
807,2021-03-08,498,true
808,2022-05-19,851,true
809,2022-09-16,63,false
810,2023-01-20,831,true
811,2022-02-18,381,true
812,2021-06-10,152,false
813,2022-11-08,670,false
814,2021-09-19,226,true
815,2023-05-21,73,false
816,2021-09-17,674,false
817,2021-04-28,301,true
818,2021-10-21,129,false
819,2023-02-16,32,true
820,2023-01-27,359,true
821,2022-12-18,745,false
822,2022-03-28,141,true
823,2021-08-16,489,false
824,2022-05-07,815,false
825,2021-07-17,657,false
826,2021-11-20,945,false
827,2022-04-12,539,false
828,2021-02-22,114,true
829,2023-08-19,355,true
830,2021-05-17,187,false
831,2022-04-06,653,false
832,2023-10-01,852,true
833,2021-08-29,910,false
834,2023-09-27,221,true
835,2021-09-02,160,true
836,2021-03-26,569,false
837,2022-08-28,601,true
838,2023-08-20,148,false
839,2021-10-28,218,false
840,2023-06-06,23,false
841,2023-05-11,564,false
842,2022-03-07,109,true
843,2023-06-17,222,true
844,2022-11-12,234,false
845,2022-07-19,946,false
846,2023-12-14,488,false
847,2023-03-16,400,false
848,2023-07-21,795,true
849,2021-03-22,533,true
850,2023-08-04,790,false
851,2023-03-13,643,true
852,2021-12-18,802,true
853,2022-04-25,263,false
854,2023-12-22,63,false
855,2023-05-27,530,true
856,2023-09-25,254,false
857,2021-02-26,974,false
858,2022-12-19,393,false
859,2023-10-02,594,false
860,2023-06-21,39,true
861,2022-01-14,453,false
862,2021-10-19,880,false
863,2021-01-14,88,false
864,2021-05-15,216,true
865,2022-06-23,904,false
866,2021-03-09,433,true
867,2022-01-13,342,true
868,2021-12-26,138,false
869,2021-11-08,799,true
870,2023-04-19,97,true
871,2022-09-16,314,false
872,2021-12-12,221,false
873,2022-05-29,467,false
874,2022-12-24,839,false
875,2021-05-04,303,false
876,2021-04-17,899,true
877,2023-02-08,491,true
878,2022-06-05,119,true
879,2021-05-16,176,true
880,2022-12-21,749,true
881,2023-12-11,668,false
882,2021-04-11,984,true
883,2022-04-12,244,false
884,2023-11-10,377,true
885,2021-10-22,514,false
886,2023-01-28,209,false
887,2022-08-06,500,false
888,2021-08-04,454,false
889,2021-11-19,562,false
890,2023-03-25,228,true
891,2021-12-28,494,true
892,2023-11-23,370,true
893,2022-04-21,762,true
894,2021-08-26,439,false
895,2022-09-11,86,false
896,2022-07-22,174,false
897,2021-11-16,609,false
898,2021-03-04,4,false
899,2021-02-01,892,true
900,2021-01-14,5,true
901,2021-11-10,673,false
902,2023-11-14,233,false
903,2023-10-20,215,true
904,2023-09-29,611,false
905,2023-04-20,644,false
906,2021-11-12,282,true
907,2021-09-08,311,true
908,2023-01-10,384,true
909,2021-02-13,181,true
910,2023-10-17,314,true
911,2021-06-04,550,true
912,2023-06-26,214,true
913,2023-08-30,219,false
914,2022-06-08,250,true
915,2023-05-08,653,false
916,2023-07-15,804,true
917,2021-03-18,995,false
918,2022-05-14,676,false
919,2022-06-13,829,false
920,2022-06-12,703,true
921,2023-06-22,295,false
922,2023-07-08,313,true
923,2023-10-25,631,true
924,2022-05-03,15,false
925,2023-09-01,355,false
926,2021-09-30,473,true
927,2023-12-30,597,false
928,2022-08-16,773,false
929,2023-03-09,240,true
930,2021-02-28,898,true
931,2021-02-14,259,true
932,2021-06-24,257,true
933,2022-12-11,895,false
934,2023-06-12,36,true
935,2021-12-05,726,true
936,2021-07-30,626,true
937,2022-03-15,1,true
938,2023-09-30,219,true
939,2022-01-12,410,true
940,2021-06-09,19,false
941,2022-12-16,854,false
942,2022-03-06,889,false
943,2021-08-15,727,false
944,2021-11-17,972,false
945,2022-06-29,278,true
946,2023-09-01,49,false
947,2021-05-20,654,true
948,2023-07-10,918,true
949,2021-03-15,673,false
950,2023-04-20,757,false
951,2023-05-30,990,true
952,2023-12-03,806,true
953,2023-01-12,113,true
954,2022-11-07,418,true
955,2023-03-08,814,true
956,2021-05-12,453,true
957,2022-01-30,279,false
958,2021-10-08,912,false
959,2023-04-22,458,true
960,2021-01-08,106,false
961,2021-02-27,164,false
962,2021-01-29,601,true
963,2022-03-10,301,true
964,2022-12-28,286,false
965,2023-08-04,650,true
966,2022-10-22,201,true
967,2023-11-16,671,false
968,2023-01-13,541,false
969,2023-03-02,152,false
970,2022-08-23,732,false
971,2022-07-15,899,false
972,2021-05-19,972,false
973,2021-02-07,420,false
974,2023-02-24,622,true
975,2023-06-07,558,true
976,2022-09-20,582,true
977,2022-05-10,825,false
978,2023-07-26,410,true
979,2023-11-15,564,false
980,2021-08-02,974,true
981,2023-12-29,518,true
982,2023-01-07,775,false
983,2023-09-25,269,false
984,2021-05-22,491,true
985,2022-06-15,940,true
986,2023-08-01,560,false
987,2021-04-21,311,false
988,2021-02-17,886,false
989,2021-12-05,458,true
990,2023-12-07,198,false
991,2022-09-30,880,true
992,2021-08-27,583,true
993,2021-05-23,971,false
994,2021-08-24,579,false
995,2023-07-02,204,true
996,2023-04-28,473,true
997,2021-08-30,198,true
998,2023-08-12,604,false
999,2021-12-27,72,true
1000,2022-09-04,813,false
