id,dateOfPurchase,userId,purchasedWithWallet
292,2021-07-25,910,1
293,2022-04-06,600,0
294,2023-09-03,910,0
295,2021-12-28,47,0
296,2021-01-24,22,1
297,2023-07-13,237,1
298,2023-08-17,550,1
299,2022-04-15,667,0
300,2021-10-28,94,1
301,2023-06-15,302,1
302,2022-12-08,413,1
303,2022-12-18,100,0
304,2023-06-13,171,0
305,2023-07-29,985,1
306,2023-05-23,375,1
307,2021-07-15,429,1
308,2022-02-07,390,1
309,2022-07-26,595,1
310,2022-07-25,492,0
311,2021-06-29,936,0
312,2022-08-28,388,1
313,2021-08-04,740,0
314,2021-05-02,345,0
315,2022-08-07,233,0
316,2022-04-18,108,0
317,2022-04-17,139,0
318,2023-03-12,497,1
319,2022-12-09,660,1
320,2021-11-29,1000,0
321,2023-08-11,351,0
322,2022-05-15,337,0
323,2022-10-09,926,1
324,2021-02-18,496,0
325,2022-02-08,986,1
326,2023-08-28,289,0
327,2022-08-14,188,0
328,2023-08-06,419,1
329,2021-12-23,500,1
330,2022-03-02,703,1
331,2023-02-11,308,0
332,2021-10-18,306,0
333,2021-07-11,971,1
334,2023-07-13,898,0
335,2022-01-10,720,1
336,2021-04-30,269,1
337,2023-06-03,855,0
338,2023-02-26,249,0
339,2021-11-20,954,0
340,2022-08-05,428,1
341,2022-01-05,196,0
342,2023-10-08,397,1
343,2021-04-17,898,1
344,2022-03-24,824,1
345,2021-08-09,152,0
346,2022-02-17,707,1
347,2022-05-20,614,0
348,2021-01-23,815,0
349,2021-11-04,310,0
350,2023-03-12,752,1
351,2021-08-08,45,0
352,2023-02-23,229,1
353,2023-07-29,72,0
354,2021-03-10,424,1
355,2023-07-25,419,1
356,2022-05-10,851,0
357,2021-02-11,309,1
358,2022-09-07,376,0
359,2021-12-19,29,0
360,2023-11-01,818,0
361,2022-06-09,51,1
362,2023-08-06,608,1
363,2023-05-03,818,1
364,2021-04-13,524,1
365,2023-02-26,901,1
366,2021-04-04,658,1
367,2022-12-18,337,1
368,2022-01-21,255,1
369,2021-06-24,385,0
370,2023-08-05,203,0
371,2023-08-05,920,0
372,2022-06-19,599,0
373,2021-07-15,369,0
374,2022-08-19,9,1
375,2021-11-13,283,0
376,2023-02-09,260,0
377,2021-04-24,347,1
378,2021-10-15,387,0
379,2022-03-21,837,1
380,2021-04-28,251,1
381,2021-01-25,402,1
382,2023-10-26,843,1
383,2022-05-28,426,0
384,2021-08-19,496,0
385,2022-04-01,729,0
386,2023-10-18,151,1
387,2022-11-27,906,1
388,2021-06-08,233,1
389,2023-03-24,914,1
390,2022-07-26,217,1
391,2021-10-11,903,0
392,2022-06-01,759,0
393,2022-05-19,508,0
394,2022-04-07,309,0
395,2021-11-14,917,1
396,2021-01-23,831,0
397,2021-05-24,512,0
398,2022-03-16,128,0
399,2021-12-27,906,0
400,2021-10-10,579,1
401,2023-07-02,916,0
402,2022-03-12,390,0
403,2023-12-06,884,0
404,2022-11-17,243,0
405,2023-12-18,553,1
406,2021-04-07,971,1
407,2023-09-06,390,1
408,2022-01-26,351,0
409,2021-08-22,580,0
410,2023-02-18,635,1
411,2022-04-03,449,1
412,2021-07-09,168,0
413,2022-10-04,203,0
414,2021-02-07,849,0
415,2022-11-06,86,0
416,2022-03-09,362,1
417,2021-08-22,153,0
418,2021-10-03,262,0
419,2021-12-19,724,1
420,2021-09-09,614,1
421,2021-05-09,359,1
422,2023-01-28,571,1
423,2022-07-11,303,1
424,2022-08-10,574,1
425,2021-05-13,291,1
426,2021-12-14,173,0
427,2021-10-14,381,1
428,2023-06-05,454,1
429,2022-01-22,712,0
430,2022-05-20,716,0
431,2022-12-12,737,1
432,2021-01-03,754,1
433,2021-05-01,689,0
434,2023-11-20,617,1
435,2021-05-27,577,1
436,2023-08-08,348,0
437,2021-02-06,941,1
438,2021-09-17,809,0
439,2022-04-03,661,1
440,2021-02-05,613,0
441,2022-03-13,362,0
442,2021-02-21,781,0
443,2023-05-07,258,0
444,2021-10-25,821,1
445,2021-02-07,42,0
446,2023-06-26,240,0
447,2022-07-30,133,0
448,2022-05-08,337,0
449,2021-12-06,442,0
450,2021-07-04,34,1
451,2022-05-26,653,1
452,2023-05-30,926,0
453,2023-01-09,361,0
454,2021-05-18,729,1
455,2023-05-27,384,0
456,2023-10-07,765,1
457,2022-02-02,459,0
458,2021-11-12,358,0
459,2022-05-17,741,1
460,2023-08-29,530,1
461,2021-01-16,705,1
462,2023-02-20,95,0
463,2021-11-11,664,1
464,2022-08-16,546,1
465,2021-08-26,276,0
466,2023-04-27,251,0
467,2023-07-05,689,0
468,2021-09-30,721,0
469,2022-11-20,132,0
470,2023-05-11,66,0
471,2023-03-02,333,0
472,2023-02-09,248,1
473,2023-09-23,236,1
474,2022-10-30,757,1
475,2023-01-29,629,0
476,2023-05-05,902,1
477,2022-07-16,153,1
478,2021-11-09,572,1
479,2022-08-29,662,0
480,2022-05-25,632,0
481,2021-05-29,315,1
482,2022-10-22,766,0
483,2022-03-09,852,1
484,2021-01-12,873,0
485,2023-06-27,873,0
486,2023-04-17,679,1
487,2021-05-02,760,1
488,2023-11-11,564,1
489,2022-07-31,627,0
490,2023-08-25,490,0
491,2021-01-19,374,0
492,2022-09-14,230,0
493,2023-10-20,951,1
494,2023-07-02,347,0
495,2022-04-15,668,1
496,2021-03-08,523,0
497,2023-10-31,866,1
498,2023-01-30,979,0
499,2022-08-30,436,0
500,2021-09-29,40,1
501,2022-02-05,662,1
502,2021-04-27,930,1
503,2023-05-17,385,1
504,2021-07-14,253,0
505,2022-07-22,409,1
506,2021-10-05,849,1
507,2022-03-27,583,0
508,2021-12-09,827,1
509,2021-08-28,705,1
510,2023-02-06,901,0
511,2022-06-17,637,1
512,2023-12-01,494,1
513,2023-01-12,903,0
514,2023-09-27,87,1
515,2023-01-25,895,0
516,2023-08-26,446,0
517,2023-10-07,425,0
518,2021-02-18,547,1
519,2021-02-10,822,0
520,2021-03-29,852,1
521,2022-05-12,623,1
522,2023-03-30,644,1
523,2022-01-17,876,1
524,2021-12-04,523,1
525,2021-07-25,366,1
526,2023-09-25,719,1
527,2022-12-06,728,0
528,2022-05-28,687,0
529,2021-08-17,276,0
530,2021-06-03,277,0
531,2022-01-12,495,1
532,2023-06-12,194,1
533,2021-07-24,881,0
534,2021-02-07,657,1
535,2022-05-19,152,1
536,2022-10-23,18,1
537,2022-04-17,322,0
538,2021-07-12,38,1
539,2021-11-07,425,0
540,2023-11-25,790,1
541,2021-11-06,843,0
542,2022-03-16,905,0
543,2021-01-22,644,1
544,2023-03-14,38,1
545,2021-06-14,919,1
546,2022-07-02,929,0
547,2021-01-17,704,0
548,2021-08-23,865,0
549,2022-06-13,674,1
550,2023-08-20,647,1
551,2023-04-19,939,1
552,2023-06-06,532,1
553,2022-05-24,693,1
554,2022-05-28,185,0
555,2022-02-09,502,1
556,2022-05-15,587,0
557,2021-04-24,154,1
558,2023-06-03,574,1
559,2022-08-23,350,1
560,2022-08-17,427,1
561,2022-01-27,132,0
562,2023-04-16,880,0
563,2023-09-23,269,0
564,2021-05-30,724,1
565,2021-06-09,18,1
566,2023-09-26,408,0
567,2021-04-05,552,1
568,2021-08-18,896,0
569,2022-11-10,396,0
570,2021-11-21,375,0
571,2023-04-03,251,0
572,2021-05-21,351,0
573,2023-11-10,334,1
574,2022-01-23,406,0
575,2023-12-02,200,1
576,2021-04-05,348,0
577,2021-09-14,647,1
578,2022-12-13,880,0
579,2022-04-14,363,0
580,2022-02-16,147,1
581,2023-06-04,997,1
582,2022-03-01,375,0
583,2023-11-25,773,0
584,2022-11-04,679,0
585,2022-09-18,959,0
586,2022-11-26,50,1
587,2021-05-25,506,0
588,2023-06-12,173,1
589,2022-10-26,268,0
590,2021-05-22,816,1
591,2021-07-24,979,0
592,2021-12-31,277,0
593,2021-03-23,522,1
594,2023-02-27,283,0
595,2022-08-24,854,1
596,2022-02-12,620,1
597,2023-01-06,570,0
598,2022-03-16,713,0
599,2021-12-20,797,0
600,2021-01-28,646,1
601,2021-08-08,595,0
602,2022-03-14,614,0
603,2023-09-14,207,0
604,2022-03-08,43,1
605,2023-06-22,346,1
606,2022-09-06,904,1
607,2022-02-09,491,1
608,2022-06-09,354,1
609,2022-10-15,615,1
610,2023-09-29,948,0
611,2023-12-18,801,0
612,2023-10-11,208,1
613,2022-12-24,37,1
614,2022-11-04,614,1
615,2022-04-21,453,0
616,2023-06-26,6,1
617,2023-11-27,91,1
618,2021-06-17,247,0
619,2021-03-04,185,1
620,2023-01-13,506,1
621,2022-10-17,484,1
622,2022-06-02,104,0
623,2021-09-09,836,1
624,2021-12-02,483,1
625,2023-09-07,202,1
626,2023-01-31,240,0
627,2022-01-13,721,0
628,2021-07-29,997,1
629,2022-09-05,987,1
630,2021-08-21,808,0
631,2021-03-17,486,0
632,2023-09-04,107,0
633,2021-02-21,181,0
634,2021-11-03,326,0
635,2022-04-19,29,1
636,2021-12-16,169,1
637,2022-05-24,133,1
638,2021-01-08,192,0
639,2023-09-07,379,0
640,2021-08-25,747,0
641,2021-06-17,444,1
642,2021-11-12,567,1
643,2022-07-03,109,0
644,2023-07-19,139,1
645,2023-09-25,923,1
646,2021-11-11,958,1
647,2021-05-10,194,0
648,2022-03-06,423,1
649,2022-05-16,34,0
650,2022-08-30,707,1
651,2023-09-15,90,1
652,2023-02-21,793,1
653,2022-05-13,827,1
654,2022-12-28,276,0
655,2023-08-25,22,0
656,2021-04-08,273,0
657,2023-03-13,491,0
658,2023-09-22,214,0
659,2023-10-16,21,1
660,2022-12-05,393,1
661,2021-07-13,643,0
662,2023-08-16,4,1
663,2022-06-26,320,1
664,2023-07-26,683,0
665,2023-12-20,675,1
666,2022-05-12,463,0
667,2021-04-15,853,0
668,2021-11-21,187,0
669,2022-03-24,900,0
670,2021-05-14,822,0
671,2023-12-21,962,0
672,2023-03-28,176,0
673,2021-03-03,22,1
674,2021-01-15,467,0
675,2022-02-20,37,0
676,2023-12-18,290,1
677,2021-05-27,60,0
678,2023-04-01,728,1
679,2023-07-03,105,1
680,2023-02-13,979,0
681,2023-03-10,204,1
682,2021-07-05,489,1
683,2021-07-16,391,1
684,2022-11-30,314,1
685,2022-11-29,665,1
686,2023-08-09,573,1
687,2023-09-21,993,1
688,2023-06-11,175,1
689,2022-05-21,804,0
690,2022-03-10,745,0
691,2022-07-10,424,1
692,2022-12-26,718,1
693,2023-07-02,494,0
694,2022-01-16,794,1
695,2022-01-24,65,0
696,2022-12-31,363,0
697,2023-03-10,574,0
698,2021-07-22,485,1
699,2022-08-25,591,1
700,2023-03-06,346,1
701,2022-02-15,374,0
702,2021-06-08,163,0
703,2022-12-15,202,1
704,2021-01-14,175,1
705,2021-02-04,960,1
706,2022-08-24,449,1
707,2022-05-17,507,0
708,2021-12-20,102,0
709,2023-03-28,934,1
710,2023-04-08,772,1
711,2022-12-30,318,0
712,2022-07-11,608,1
713,2022-09-19,863,1
714,2022-08-01,958,0
715,2021-07-26,123,1
716,2022-03-20,785,0
717,2023-08-26,233,0
718,2021-11-20,37,0
719,2022-02-25,147,1
720,2023-08-22,932,1
721,2022-05-21,376,1
722,2023-11-05,812,0
723,2021-09-18,387,1
724,2021-03-15,391,1
725,2021-10-26,26,1
726,2021-06-27,678,1
727,2023-03-04,266,0
728,2022-01-16,531,1
729,2022-12-21,267,0
730,2023-11-12,588,0
731,2022-06-16,465,0
732,2022-12-10,515,0
733,2021-03-14,672,0
734,2023-09-13,261,1
735,2022-05-17,432,1
736,2022-10-13,973,1
737,2021-01-16,653,1
738,2021-05-28,42,0
739,2022-12-05,215,0
740,2021-07-18,403,0
741,2023-04-25,288,0
742,2022-12-05,437,0
743,2023-11-01,103,0
744,2022-08-24,273,1
745,2022-02-04,739,0
746,2023-04-16,561,1
747,2023-03-23,901,0
748,2021-07-28,624,1
749,2023-05-22,438,0
750,2022-08-26,52,1
751,2021-02-21,258,1
752,2022-08-13,145,0
753,2023-10-28,911,0
754,2022-01-19,837,1
755,2023-07-08,920,1
756,2023-02-16,759,0
757,2021-06-30,209,0
758,2022-06-25,12,1
759,2022-08-04,602,1
760,2021-12-22,917,0
761,2022-05-21,724,1
762,2023-06-10,742,1
763,2022-09-21,744,1
764,2022-06-12,920,1
765,2023-05-05,514,0
766,2021-07-29,614,0
767,2022-09-30,385,0
768,2023-12-24,36,0
769,2022-08-23,967,1
770,2021-07-09,827,0
771,2023-11-23,565,0
772,2022-10-09,74,1
773,2022-02-25,624,0
774,2021-04-17,71,0
775,2023-06-16,661,1
776,2022-11-08,71,1
777,2022-02-01,844,1
778,2023-11-13,681,1
779,2023-05-30,883,0
780,2023-05-17,27,1
781,2023-11-02,794,0
782,2021-10-01,90,1
783,2023-04-08,969,1
784,2021-11-07,206,1
785,2021-09-14,745,0
786,2023-03-13,767,0
787,2021-08-25,907,0
788,2022-11-03,596,1
789,2023-08-16,475,0
790,2022-02-11,364,0
791,2022-02-07,435,0
792,2023-01-10,452,0
793,2022-11-22,373,1
794,2023-11-05,201,1
795,2021-01-10,14,1
796,2021-05-17,231,0
797,2022-05-23,120,1
798,2021-06-15,184,1
799,2021-01-04,413,0
800,2022-09-12,151,1
801,2021-02-06,430,1
802,2022-10-06,66,0
803,2022-01-10,884,0
804,2021-07-16,802,1
805,2023-06-17,273,1
806,2022-07-04,34,1
807,2021-03-08,498,1
808,2022-05-19,851,1
809,2022-09-16,63,0
810,2023-01-20,831,1
811,2022-02-18,381,1
812,2021-06-10,152,0
813,2022-11-08,670,0
814,2021-09-19,226,1
815,2023-05-21,73,0
816,2021-09-17,674,0
817,2021-04-28,301,1
818,2021-10-21,129,0
819,2023-02-16,32,1
820,2023-01-27,359,1
821,2022-12-18,745,0
822,2022-03-28,141,1
823,2021-08-16,489,0
824,2022-05-07,815,0
825,2021-07-17,657,0
826,2021-11-20,945,0
827,2022-04-12,539,0
828,2021-02-22,114,1
829,2023-08-19,355,1
830,2021-05-17,187,0
831,2022-04-06,653,0
832,2023-10-01,852,1
833,2021-08-29,910,0
834,2023-09-27,221,1
835,2021-09-02,160,1
836,2021-03-26,569,0
837,2022-08-28,601,1
838,2023-08-20,148,0
839,2021-10-28,218,0
840,2023-06-06,23,0
841,2023-05-11,564,0
842,2022-03-07,109,1
843,2023-06-17,222,1
844,2022-11-12,234,0
845,2022-07-19,946,0
846,2023-12-14,488,0
847,2023-03-16,400,0
848,2023-07-21,795,1
849,2021-03-22,533,1
850,2023-08-04,790,0
851,2023-03-13,643,1
852,2021-12-18,802,1
853,2022-04-25,263,0
854,2023-12-22,63,0
855,2023-05-27,530,1
856,2023-09-25,254,0
857,2021-02-26,974,0
858,2022-12-19,393,0
859,2023-10-02,594,0
860,2023-06-21,39,1
861,2022-01-14,453,0
862,2021-10-19,880,0
863,2021-01-14,88,0
864,2021-05-15,216,1
865,2022-06-23,904,0
866,2021-03-09,433,1
867,2022-01-13,342,1
868,2021-12-26,138,0
869,2021-11-08,799,1
870,2023-04-19,97,1
871,2022-09-16,314,0
872,2021-12-12,221,0
873,2022-05-29,467,0
874,2022-12-24,839,0
875,2021-05-04,303,0
876,2021-04-17,899,1
877,2023-02-08,491,1
878,2022-06-05,119,1
879,2021-05-16,176,1
880,2022-12-21,749,1
881,2023-12-11,668,0
882,2021-04-11,984,1
883,2022-04-12,244,0
884,2023-11-10,377,1
885,2021-10-22,514,0
886,2023-01-28,209,0
887,2022-08-06,500,0
888,2021-08-04,454,0
889,2021-11-19,562,0
890,2023-03-25,228,1
891,2021-12-28,494,1
892,2023-11-23,370,1
893,2022-04-21,762,1
894,2021-08-26,439,0
895,2022-09-11,86,0
896,2022-07-22,174,0
897,2021-11-16,609,0
898,2021-03-04,4,0
899,2021-02-01,892,1
900,2021-01-14,5,1
901,2021-11-10,673,0
902,2023-11-14,233,0
903,2023-10-20,215,1
904,2023-09-29,611,0
905,2023-04-20,644,0
906,2021-11-12,282,1
907,2021-09-08,311,1
908,2023-01-10,384,1
909,2021-02-13,181,1
910,2023-10-17,314,1
911,2021-06-04,550,1
912,2023-06-26,214,1
913,2023-08-30,219,0
914,2022-06-08,250,1
915,2023-05-08,653,0
916,2023-07-15,804,1
917,2021-03-18,995,0
918,2022-05-14,676,0
919,2022-06-13,829,0
920,2022-06-12,703,1
921,2023-06-22,295,0
922,2023-07-08,313,1
923,2023-10-25,631,1
924,2022-05-03,15,0
925,2023-09-01,355,0
926,2021-09-30,473,1
927,2023-12-30,597,0
928,2022-08-16,773,0
929,2023-03-09,240,1
930,2021-02-28,898,1
931,2021-02-14,259,1
932,2021-06-24,257,1
933,2022-12-11,895,0
934,2023-06-12,36,1
935,2021-12-05,726,1
936,2021-07-30,626,1
937,2022-03-15,1,1
938,2023-09-30,219,1
939,2022-01-12,410,1
940,2021-06-09,19,0
941,2022-12-16,854,0
942,2022-03-06,889,0
943,2021-08-15,727,0
944,2021-11-17,972,0
945,2022-06-29,278,1
946,2023-09-01,49,0
947,2021-05-20,654,1
948,2023-07-10,918,1
949,2021-03-15,673,0
950,2023-04-20,757,0
951,2023-05-30,990,1
952,2023-12-03,806,1
953,2023-01-12,113,1
954,2022-11-07,418,1
955,2023-03-08,814,1
956,2021-05-12,453,1
957,2022-01-30,279,0
958,2021-10-08,912,0
959,2023-04-22,458,1
960,2021-01-08,106,0
961,2021-02-27,164,0
962,2021-01-29,601,1
963,2022-03-10,301,1
964,2022-12-28,286,0
965,2023-08-04,650,1
966,2022-10-22,201,1
967,2023-11-16,671,0
968,2023-01-13,541,0
969,2023-03-02,152,0
970,2022-08-23,732,0
971,2022-07-15,899,0
972,2021-05-19,972,0
973,2021-02-07,420,0
974,2023-02-24,622,1
975,2023-06-07,558,1
976,2022-09-20,582,1
977,2022-05-10,825,0
978,2023-07-26,410,1
979,2023-11-15,564,0
980,2021-08-02,974,1
981,2023-12-29,518,1
982,2023-01-07,775,0
983,2023-09-25,269,0
984,2021-05-22,491,1
985,2022-06-15,940,1
986,2023-08-01,560,0
987,2021-04-21,311,0
988,2021-02-17,886,0
989,2021-12-05,458,1
990,2023-12-07,198,0
991,2022-09-30,880,1
992,2021-08-27,583,1
993,2021-05-23,971,0
994,2021-08-24,579,0
995,2023-07-02,204,1
996,2023-04-28,473,1
997,2021-08-30,198,1
998,2023-08-12,604,0
999,2021-12-27,72,1
1000,2022-09-04,813,0
