id,game_id,purchase_id
10676,22380,461
10677,337340,173
10678,367520,908
10679,206190,757
10680,227300,648
10681,70,410
10682,288160,733
10683,319630,839
10684,400,485
10685,620,615
10686,274190,446
10687,32470,478
10688,284160,482
10689,4000,862
10690,219150,833
10691,48700,187
10692,221640,217
10693,221640,98
10694,204360,696
10695,250900,37
10696,322330,974
10697,220,760
10698,105600,146
10699,70,196
10700,40970,821
10701,205100,456
10702,294100,409
10703,22380,81
10704,238460,748
10705,239030,512
10706,22380,313
10707,48700,767
10708,274190,510
10709,264200,168
10710,48700,479
10711,322330,45
10712,8930,818
10713,250900,347
10714,312530,143
10715,238460,54
10716,312530,895
10717,22380,614
10718,274190,934
10719,40970,305
10720,105600,628
10721,250320,566
10722,227300,454
10723,312530,657
10724,284160,824
10725,337340,307
10726,239030,389
10727,292030,728
10728,270880,220
10729,292030,679
10730,239030,772
10731,250320,793
10732,8930,313
10733,240,352
10734,219740,409
10735,311690,547
10736,620,727
10737,48700,276
10738,294100,183
10739,220,257
10740,8930,367
10741,203160,390
10742,48700,998
10743,550,395
10744,324160,263
10745,238320,496
10746,288160,183
10747,240,609
10748,238460,926
10749,4000,13
10750,274190,372
10751,10,155
10752,219150,111
10753,253230,346
10754,10,885
10755,3590,475
10756,70,138
10757,312530,647
10758,270880,792
10759,221640,719
10760,292030,875
10761,105600,19
10762,620,67
10763,240,757
10764,288160,143
10765,319630,834
10766,250900,618
10767,341800,749
10768,294100,232
10769,341800,154
10770,204360,112
10771,311690,487
10772,250320,139
10773,219150,969
10774,292030,910
10775,10,21
10776,250320,420
10777,250900,573
10778,203160,548
10779,268910,799
10780,8930,889
10781,268910,247
10782,240,481
10783,240,725
10784,367520,115
10785,8930,461
10786,205100,772
10787,219150,382
10788,264710,437
10789,420,609
10790,204360,680
10791,322330,898
10792,274190,644
10793,213670,81
10794,337340,449
10795,550,831
10796,268910,361
10797,288160,68
10798,620,103
10799,227300,525
10800,219740,19
10801,213670,174
10802,250900,889
10803,400,396
10804,294100,531
10805,213670,437
10806,238320,904
10807,3590,656
10808,240,351
10809,324160,319
10810,250320,723
10811,311690,245
10812,227300,178
10813,319630,33
10814,238460,241
10815,206190,697
10816,420,532
10817,213670,999
10818,367520,30
10819,3590,643
10820,268910,590
10821,227300,778
10822,221640,144
10823,238320,709
10824,250900,991
10825,550,372
10826,105600,103
10827,10,428
10828,219740,124
10829,206440,754
10830,32470,860
10831,206190,459
10832,70,986
10833,620,362
10834,219740,382
10835,221640,930
10836,274190,443
10837,220,165
10838,48700,357
10839,3590,786
10840,22380,294
10841,288160,556
10842,367520,379
10843,292030,513
10844,239030,486
10845,105600,944
10846,206190,824
10847,48700,575
10848,294100,877
10849,206190,152
10850,220,900
10851,10,913
10852,400,10
10853,238460,109
10854,367520,693
10855,324160,436
10856,10,939
10857,312530,920
10858,250320,403
10859,274190,787
10860,312530,736
10861,207610,359
10862,284160,210
10863,238320,758
10864,219150,908
10865,240,339
10866,311690,85
10867,238460,79
10868,264200,913
10869,264710,781
10870,32470,10
10871,250320,923
10872,367520,228
10873,32470,404
10874,204360,411
10875,420,539
10876,8930,468
10877,8930,890
10878,213670,850
10879,253230,921
10880,207610,623
10881,367520,682
10882,48700,622
10883,341800,78
10884,220,106
10885,341800,957
10886,319630,162
10887,253230,641
10888,70,460
10889,205100,790
10890,40970,825
10891,206440,216
10892,319630,290
10893,213670,55
10894,221640,25
10895,213670,289
10896,337340,75
10897,620,472
10898,341800,202
10899,203160,287
10900,238460,384
10901,324160,676
10902,550,936
10903,319630,913
10904,620,317
10905,250900,407
10906,341800,478
10907,40970,249
10908,284160,320
10909,341800,860
10910,238460,384
10911,4000,45
10912,40970,439
10913,341800,614
10914,268910,77
10915,8930,317
10916,270880,874
10917,284160,218
10918,48700,112
10919,341800,945
10920,221640,879
10921,238320,723
10922,105600,774
10923,206190,367
10924,264710,191
10925,400,90
10926,3590,17
10927,312530,506
10928,213670,759
10929,620,402
10930,220,748
10931,206190,154
10932,204360,987
10933,292030,640
10934,70,172
10935,221640,571
10936,294100,146
10937,550,356
10938,219740,679
10939,311690,578
10940,4000,353
10941,288160,502
10942,207610,947
10943,250320,901
10944,70,116
10945,219150,622
10946,105600,930
10947,250900,666
10948,206190,162
10949,250900,586
10950,253230,19
10951,322330,243
10952,284160,521
10953,220,959
10954,70,45
10955,284160,62
10956,219740,186
10957,253230,390
10958,312530,775
10959,324160,560
10960,367520,397
10961,250320,264
10962,238460,425
10963,238460,136
10964,292030,961
10965,264200,463
10966,3590,79
10967,213670,601
10968,420,786
10969,240,245
10970,288160,489
10971,238460,347
10972,319630,870
10973,312530,760
10974,213670,962
10975,341800,581
10976,105600,940
10977,70,470
10978,32470,475
10979,292030,478
10980,337340,117
10981,207610,85
10982,105600,933
10983,3590,955
10984,284160,665
10985,204360,991
10986,40970,980
10987,204360,55
10988,219740,907
10989,274190,574
10990,420,455
10991,284160,398
10992,238460,841
10993,322330,819
10994,420,480
10995,268910,337
10996,40970,992
10997,322330,434
10998,312530,600
10999,220,373
11000,239030,558
11001,239030,973
11002,32470,65
11003,206190,499
11004,284160,618
11005,32470,463
11006,240,725
11007,221640,812
11008,3590,382
11009,205100,595
11010,239030,401
11011,8930,364
11012,221640,906
11013,268910,208
11014,10,776
11015,220,288
11016,239030,159
11017,240,860
11018,220,202
11019,274190,118
11020,264200,811
11021,341800,900
11022,105600,650
11023,240,912
11024,288160,717
11025,322330,368
11026,337340,977
11027,311690,550
11028,238460,777
11029,400,832
11030,264200,445
11031,206190,868
11032,324160,299
11033,238320,518
11034,105600,549
11035,367520,516
11036,220,928
11037,250320,197
11038,268910,75
11039,322330,292
11040,204360,882
11041,420,36
11042,213670,680
11043,221640,278
11044,284160,327
11045,250900,403
11046,319630,286
11047,324160,144
11048,206190,416
11049,253230,246
11050,322330,529
11051,239030,838
11052,219150,121
11053,3590,605
11054,292030,448
11055,227300,750
11056,240,658
11057,341800,644
11058,620,187
11059,3590,267
11060,264710,225
11061,203160,400
11062,205100,713
11063,292030,25
11064,312530,463
11065,105600,845
11066,227300,347
11067,10,579
11068,70,500
11069,221640,898
11070,204360,725
11071,240,180
11072,203160,884
11073,253230,388
11074,324160,436
11075,337340,930
11076,319630,56
11077,288160,759
11078,284160,918
11079,322330,685
11080,319630,410
11081,253230,333
11082,268910,422
11083,220,747
11084,311690,238
11085,264200,821
11086,70,773
11087,620,988
11088,207610,697
11089,238320,30
11090,420,171
11091,221640,345
11092,22380,821
11093,219150,266
11094,204360,582
11095,319630,720
11096,32470,949
11097,240,292
11098,324160,251
11099,10,516
11100,264200,34
11101,40970,645
11102,284160,632
11103,250320,818
11104,240,759
11105,284160,452
11106,292030,423
11107,270880,371
11108,270880,299
11109,284160,753
11110,206440,227
11111,203160,214
11112,213670,595
11113,40970,126
11114,8930,753
11115,22380,836
11116,206440,448
11117,221640,510
11118,367520,858
11119,284160,850
11120,250900,411
11121,294100,130
11122,264710,318
11123,206440,374
11124,270880,704
11125,341800,997
11126,4000,836
11127,250320,152
11128,3590,893
11129,312530,161
11130,32470,655
11131,40970,321
11132,219150,135
11133,70,983
11134,238320,396
11135,620,186
11136,239030,840
11137,620,672
11138,22380,455
11139,32470,382
11140,48700,172
11141,40970,482
11142,324160,774
11143,284160,783
11144,311690,808
11145,10,234
11146,32470,529
11147,32470,832
11148,294100,391
11149,238320,765
11150,288160,122
11151,284160,230
11152,206190,531
11153,311690,954
11154,264710,830
11155,240,695
11156,270880,363
11157,240,551
11158,292030,775
11159,341800,699
11160,239030,625
11161,70,679
11162,220,65
11163,22380,610
11164,213670,763
11165,268910,514
11166,311690,397
11167,311690,128
11168,32470,431
11169,312530,120
11170,324160,306
11171,250900,330
11172,312530,729
11173,220,257
11174,367520,570
11175,70,706
11176,48700,948
11177,550,643
11178,322330,16
11179,288160,668
11180,227300,844
11181,10,194
11182,268910,901
11183,264710,543
11184,367520,312
11185,288160,536
11186,264200,134
11187,3590,446
11188,264200,901
11189,319630,230
11190,105600,77
11191,207610,481
11192,550,203
11193,319630,828
11194,32470,396
11195,274190,625
11196,48700,469
11197,367520,465
11198,288160,458
11199,213670,780
11200,8930,970
11201,274190,474
11202,220,653
11203,105600,287
11204,3590,262
11205,250900,387
11206,221640,575
11207,70,96
11208,227300,186
11209,239030,792
11210,105600,311
11211,240,987
11212,341800,911
11213,250900,381
11214,4000,249
11215,219740,131
11216,367520,889
11217,203160,642
11218,227300,802
11219,288160,265
11220,227300,727
11221,324160,320
11222,239030,129
11223,22380,309
11224,3590,660
11225,322330,826
11226,268910,209
11227,32470,414
11228,264710,384
11229,70,99
11230,213670,801
11231,312530,29
11232,205100,173
11233,219740,919
11234,324160,233
11235,620,659
11236,10,351
11237,40970,913
11238,324160,921
11239,270880,342
11240,8930,133
11241,288160,433
11242,324160,446
11243,32470,932
11244,250900,994
11245,264200,302
11246,70,939
11247,264710,863
11248,294100,318
11249,238460,433
11250,311690,267
11251,420,838
11252,48700,38
11253,253230,959
11254,324160,483
11255,48700,43
11256,8930,589
11257,219740,252
11258,253230,824
11259,40970,911
11260,400,73
11261,367520,1000
11262,203160,997
11263,284160,755
11264,322330,553
11265,367520,583
11266,227300,686
11267,319630,406
11268,219150,1
11269,253230,204
11270,322330,420
11271,4000,820
11272,203160,635
11273,227300,207
11274,311690,367
11275,268910,573
11276,70,528
11277,250900,328
11278,205100,727
11279,40970,350
11280,550,850
11281,270880,790
11282,220,553
11283,220,493
11284,264200,872
11285,400,301
11286,219150,53
11287,264710,327
11288,400,497
11289,400,298
11290,213670,728
11291,221640,400
11292,324160,67
11293,219740,402
11294,337340,517
11295,238320,731
11296,268910,503
11297,292030,44
11298,70,788
11299,550,93
11300,240,932
11301,3590,295
11302,213670,240
11303,319630,474
11304,219740,626
11305,8930,112
11306,227300,1
11307,213670,10
11308,32470,569
11309,253230,371
11310,220,666
11311,3590,996
11312,8930,699
11313,22380,469
11314,319630,288
11315,239030,816
11316,264710,436
11317,264200,26
11318,274190,678
11319,420,4
11320,8930,524
11321,206440,723
11322,312530,972
11323,219150,968
11324,550,3
11325,4000,828
11326,22380,923
11327,311690,855
11328,294100,842
11329,239030,428
11330,221640,90
11331,550,767
11332,220,257
11333,10,346
11334,207610,904
11335,4000,375
11336,8930,512
11337,70,55
11338,400,271
11339,268910,338
11340,250320,279
11341,264710,436
11342,367520,310
11343,40970,945
11344,219150,657
11345,206440,215
11346,312530,179
11347,206190,2
11348,420,392
11349,22380,964
11350,400,784
11351,48700,163
11352,238320,816
11353,264710,359
11354,3590,412
11355,70,849
11356,238320,101
11357,8930,158
11358,219150,885
11359,367520,778
11360,220,130
11361,221640,289
11362,341800,742
11363,319630,579
11364,341800,925
11365,420,605
11366,253230,531
11367,312530,84
11368,324160,349
11369,4000,293
11370,40970,671
11371,239030,627
11372,312530,887
11373,204360,128
11374,238460,642
11375,294100,79
11376,367520,127
11377,250900,336
11378,219150,618
11379,292030,851
11380,240,851
11381,219150,947
11382,420,170
11383,319630,739
11384,238460,813
11385,400,773
11386,105600,962
11387,292030,528
11388,48700,804
11389,250320,983
11390,70,564
11391,105600,581
11392,337340,686
11393,264200,349
11394,311690,242
11395,4000,999
11396,205100,651
11397,207610,353
11398,40970,100
11399,311690,325
11400,22380,873
11401,239030,293
11402,367520,364
11403,264710,895
11404,219740,890
11405,420,490
11406,207610,820
11407,48700,796
11408,284160,969
11409,270880,672
11410,250900,198
11411,620,261
11412,264200,693
11413,221640,216
11414,264200,571
11415,420,859
11416,400,586
11417,219740,964
11418,270880,728
11419,205100,386
11420,203160,269
11421,420,69
11422,70,176
11423,204360,318
11424,213670,462
11425,221640,558
11426,240,687
11427,238460,980
11428,221640,719
11429,221640,312
11430,400,422
11431,221640,136
11432,341800,595
11433,205100,575
11434,367520,699
11435,220,616
11436,70,908
11437,288160,954
11438,268910,469
11439,238320,374
11440,550,809
11441,206440,756
11442,311690,377
11443,250320,948
11444,250900,179
11445,10,812
11446,48700,678
11447,341800,844
11448,550,108
11449,367520,732
11450,620,134
11451,292030,404
11452,253230,67
11453,206440,767
11454,206440,467
11455,219740,342
11456,420,544
11457,40970,164
11458,367520,762
11459,400,786
11460,253230,696
11461,250900,685
11462,219740,599
11463,213670,927
11464,322330,366
11465,250900,208
11466,294100,339
11467,8930,559
11468,420,462
11469,238460,918
11470,250320,238
11471,207610,536
11472,240,392
11473,264710,811
11474,206440,280
11475,268910,765
11476,264710,304
11477,337340,64
11478,274190,361
11479,239030,927
11480,268910,892
11481,253230,231
11482,400,149
11483,207610,848
11484,284160,952
11485,240,684
11486,227300,852
11487,238460,990
11488,227300,555
11489,22380,733
11490,207610,612
11491,219740,543
11492,324160,460
11493,204360,954
11494,238460,431
11495,270880,489
11496,240,126
11497,264200,299
11498,205100,888
11499,264710,362
